TF_ID	Family	Gene_ID	Orthogroup	Source	Species
Potri.016G009700.1	GRAS	Potri.016G009700	OG0006040	TFDB	poptr
Potri.016G018100.1	FAR1	Potri.016G018100	OG0000050	TFDB	poptr
Potri.016G018300.1	FAR1	Potri.016G018300	OG0000050	TFDB	poptr
Potri.016G018900.1	GRAS	Potri.016G018900	OG0009538	TFDB	poptr
Potri.016G024000.1	bZIP	Potri.016G024000	OG0001354	TFDB	poptr
Potri.016G025800.1	GRAS	Potri.016G025800	OG0000010	TFDB	poptr
Potri.016G026000.1	GRAS	Potri.016G026000	None	TFDB	poptr
Potri.016G026300.1	GRAS	Potri.016G026300	OG0000010	TFDB	poptr
Potri.016G027100.1	GRAS	Potri.016G027100	None	TFDB	poptr
Potri.016G027300.1	GRAS	Potri.016G027300	None	TFDB	poptr
Potri.016G027800.1	GRAS	Potri.016G027800	None	TFDB	poptr
Potri.016G027900.1	NAC	Potri.016G027900	None	TFDB	poptr
Potri.016G032400.1	bZIP	Potri.016G032400	OG0006843	TFDB	poptr
Potri.016G035400.1	bHLH	Potri.016G035400	OG0005681	TFDB	poptr
Potri.016G036500.1	bZIP	Potri.016G036500	OG0001546	TFDB	poptr
Potri.016G037300.1	bHLH	Potri.016G037300	OG0001683	TFDB	poptr
Potri.016G042900.1	Nin-like	Potri.016G042900	OG0001118	TFDB	poptr
Potri.016G048500.1	SBP	Potri.016G048500	OG0004089	TFDB	poptr
Potri.016G049200.1	bZIP	Potri.016G049200	OG0004469	TFDB	poptr
Potri.016G050500.1	bHLH	Potri.016G050500	OG0004763	TFDB	poptr
Potri.016G051100.1	bHLH	Potri.016G051100	OG0004139	TFDB	poptr
Potri.016G054100.1	NF-YA	Potri.016G054100	None	TFDB	poptr
Potri.016G055500.1	NAC	Potri.016G055500	None	TFDB	poptr
Potri.016G056500.1	HSF	Potri.016G056500	OG0008497	TFDB	poptr
Potri.016G058500.1	FAR1	Potri.016G058500	OG0000050	TFDB	poptr
Potri.016G058700.1	FAR1	Potri.016G058700	OG0000050	TFDB	poptr
Potri.016G059100.1	FAR1	Potri.016G059100	OG0000050	TFDB	poptr
Potri.016G067300.1	YABBY	Potri.016G067300	None	TFDB	poptr
Potri.016G068200.1	NF-YA	Potri.016G068200	OG0003683	TFDB	poptr
Potri.016G068500.1	bHLH	Potri.016G068500	OG0004038	TFDB	poptr
Potri.016G069300.1	Dof	Potri.016G069300	OG0005918	TFDB	poptr
Potri.016G072300.1	E2F/DP	Potri.016G072300	OG0002460	TFDB	poptr
Potri.016G074200.1	TCP	Potri.016G074200	OG0015905	TFDB	poptr
Potri.016G076000.1	NAC	Potri.016G076000	OG0004490	TFDB	poptr
Potri.016G076100.1	NAC	Potri.016G076100	OG0004490	TFDB	poptr
Potri.016G083600.1	WRKY	Potri.016G083600	OG0006906	TFDB	poptr
Potri.016G085000.1	NF-YB	Potri.016G085000	OG0002363	TFDB	poptr
Potri.016G087400.1	S1Fa-like	Potri.016G087400	OG0003234	TFDB	poptr
Potri.016G088300.1	NAC	Potri.016G088300	OG0002226	TFDB	poptr
Potri.016G093200.1	E2F/DP	Potri.016G093200	OG0005236	TFDB	poptr
Potri.016G094800.1	TCP	Potri.016G094800	OG0008596	TFDB	poptr
Potri.016G096300.1	Trihelix	Potri.016G096300	OG0005031	TFDB	poptr
Potri.016G099900.1	WRKY	Potri.016G099900	OG0009453	TFDB	poptr
Potri.016G117300.1	Trihelix	Potri.016G117300	OG0004080	TFDB	poptr
Potri.016G120800.1	bHLH	Potri.016G120800	OG0009823	TFDB	poptr
Potri.016G121700.1	bZIP	Potri.016G121700	None	TFDB	poptr
Potri.016G122500.1	GRAS	Potri.016G122500	OG0009762	TFDB	poptr
Potri.016G123200.1	GRAS	Potri.016G123200	None	TFDB	poptr
Potri.016G123400.1	GRAS	Potri.016G123400	None	TFDB	poptr
Potri.016G125700.1	BES1	Potri.016G125700	None	TFDB	poptr
Potri.016G128300.1	WRKY	Potri.016G128300	OG0001375	TFDB	poptr
Potri.016G137900.1	WRKY	Potri.016G137900	OG0000925	TFDB	poptr
Potri.016G143900.1	GRAS	Potri.016G143900	OG0007203	TFDB	poptr
Potri.017G012900.1	SBP	Potri.017G012900	None	TFDB	poptr
Potri.017G016700.1	NAC	Potri.017G016700	OG0001028	TFDB	poptr
Potri.017G018500.1	Nin-like	Potri.017G018500	OG0003633	TFDB	poptr
Potri.017G018600.1	GRAS	Potri.017G018600	None	TFDB	poptr
Potri.017G019900.1	GRAS	Potri.017G019900	OG0013573	TFDB	poptr
Potri.017G020300.1	GRAS	Potri.017G020300	None	TFDB	poptr
Potri.017G020400.1	GRAS	Potri.017G020400	None	TFDB	poptr
Potri.017G021400.1	GRAS	Potri.017G021400	None	TFDB	poptr
Potri.017G025900.1	GRAS	Potri.017G025900	OG0013573	TFDB	poptr
Potri.017G027400.1	bZIP	Potri.017G027400	OG0005632	TFDB	poptr
Potri.017G029100.1	FAR1	Potri.017G029100	OG0005885	TFDB	poptr
Potri.017G029400.1	FAR1	Potri.017G029400	OG0006818	TFDB	poptr
Potri.017G031000.1	NAC	Potri.017G031000	OG0015906	TFDB	poptr
Potri.017G031300.1	NAC	Potri.017G031300	OG0015906	TFDB	poptr
Potri.017G031600.1	NAC	Potri.017G031600	OG0015906	TFDB	poptr
Potri.017G041000.1	bHLH	Potri.017G041000	None	TFDB	poptr
Potri.017G041500.1	GRAS	Potri.017G041500	OG0012097	TFDB	poptr
Potri.017G042200.1	GATA	Potri.017G042200	OG0013542	TFDB	poptr
Potri.017G042300.1	GATA	Potri.017G042300	None	TFDB	poptr
Potri.017G054500.1	bHLH	Potri.017G054500	OG0011000	TFDB	poptr
Potri.017G058100.1	NAC	Potri.017G058100	OG0014241	TFDB	poptr
Potri.017G059600.1	HSF	Potri.017G059600	OG0006076	TFDB	poptr
Potri.017G063300.1	NAC	Potri.017G063300	OG0014443	TFDB	poptr
Potri.017G079500.1	WRKY	Potri.017G079500	OG0009587	TFDB	poptr
Potri.017G081300.1	bHLH	Potri.017G081300	OG0000550	TFDB	poptr
Potri.017G082000.1	NAC	Potri.017G082000	OG0002267	TFDB	poptr
Potri.017G082700.1	ZF-HD	Potri.017G082700	OG0001117	TFDB	poptr
Potri.017G082900.1	ZF-HD	Potri.017G082900	OG0008849	TFDB	poptr
Potri.017G084600.1	Dof	Potri.017G084600	OG0000787	TFDB	poptr
Potri.017G086200.1	NAC	Potri.017G086200	OG0015449	TFDB	poptr
Potri.017G088300.1	WRKY	Potri.017G088300	OG0001475	TFDB	poptr
Potri.017G091000.1	FAR1	Potri.017G091000	OG0000050	TFDB	poptr
Potri.017G094800.1	TCP	Potri.017G094800	OG0000902	TFDB	poptr
Potri.017G101700.1	bHLH	Potri.017G101700	OG0013471	TFDB	poptr
Potri.017G104800.1	WRKY	Potri.017G104800	OG0004021	TFDB	poptr
Potri.017G104900.1	NAC	Potri.017G104900	None	TFDB	poptr
Potri.017G106700.1	bZIP	Potri.017G106700	OG0001230	TFDB	poptr
Potri.017G112000.1	TCP	Potri.017G112000	OG0003953	TFDB	poptr
Potri.017G114500.1	LBD	Potri.017G114500	OG0001346	TFDB	poptr
Potri.017G115300.1	bHLH	Potri.017G115300	OG0015733	TFDB	poptr
Potri.017G120000.1	NF-YC	Potri.017G120000	OG0014971	TFDB	poptr
Potri.017G125200.1	GRAS	Potri.017G125200	OG0002012	TFDB	poptr
Potri.017G126800.1	bHLH	Potri.017G126800	OG0003562	TFDB	poptr
Potri.017G139500.1	NAC	Potri.017G139500	OG0004554	TFDB	poptr
Potri.017G142400.1	GRAS	Potri.017G142400	OG0003798	TFDB	poptr
Potri.017G149000.1	WRKY	Potri.017G149000	OG0003781	TFDB	poptr
Potri.018G002800.1	Trihelix	Potri.018G002800	OG0007309	TFDB	poptr
Potri.018G003800.1	NAC	Potri.018G003800	OG0005795	TFDB	poptr
Potri.018G008500.1	WRKY	Potri.018G008500	OG0001379	TFDB	poptr
Potri.018G019000.1	WRKY	Potri.018G019000	None	TFDB	poptr
Potri.018G019700.1	WRKY	Potri.018G019700	OG0004477	TFDB	poptr
Potri.018G019800.1	WRKY	Potri.018G019800	OG0000953	TFDB	poptr
Potri.018G029500.1	bZIP	Potri.018G029500	OG0009597	TFDB	poptr
Potri.018G030000.1	CPP	Potri.018G030000	OG0009743	TFDB	poptr
Potri.018G039300.1	CPP	Potri.018G039300	None	TFDB	poptr
Potri.018G044900.1	GATA	Potri.018G044900	OG0001409	TFDB	poptr
Potri.018G049300.1	NAC	Potri.018G049300	OG0002267	TFDB	poptr
Potri.018G049500.1	Trihelix	Potri.018G049500	OG0014553	TFDB	poptr
Potri.018G049700.1	Trihelix	Potri.018G049700	OG0014553	TFDB	poptr
Potri.018G052700.1	LBD	Potri.018G052700	None	TFDB	poptr
Potri.018G053600.1	GATA	Potri.018G053600	OG0001179	TFDB	poptr
Potri.018G064700.1	NF-YA	Potri.018G064700	OG0001449	TFDB	poptr
Potri.018G068700.1	NAC	Potri.018G068700	OG0005118	TFDB	poptr
Potri.018G075500.1	Trihelix	Potri.018G075500	OG0002984	TFDB	poptr
Potri.018G083000.1	CPP	Potri.018G083000	OG0004126	TFDB	poptr
Potri.018G083700.1	bHLH	Potri.018G083700	OG0001689	TFDB	poptr
Potri.018G095000.1	NAC	Potri.018G095000	None	TFDB	poptr
Potri.018G107000.1	WRKY	Potri.018G107000	OG0004329	TFDB	poptr
Potri.018G109500.1	bHLH	Potri.018G109500	OG0004159	TFDB	poptr
Potri.018G129800.1	YABBY	Potri.018G129800	OG0008464	TFDB	poptr
Potri.018G139300.1	WRKY	Potri.018G139300	OG0001379	TFDB	poptr
Potri.018G141500.1	bHLH	Potri.018G141500	OG0002756	TFDB	poptr
Potri.018G141600.1	bHLH	Potri.018G141600	OG0002756	TFDB	poptr
Potri.018G141700.1	bHLH	Potri.018G141700	OG0002756	TFDB	poptr
Potri.018G141800.1	bHLH	Potri.018G141800	OG0002756	TFDB	poptr
Potri.018G149900.1	SBP	Potri.018G149900	OG0003492	TFDB	poptr
Potri.019G006600.1	Trihelix	Potri.019G006600	None	TFDB	poptr
Potri.019G007100.1	GRAS	Potri.019G007100	OG0012088	TFDB	poptr
Potri.019G010200.1	Trihelix	Potri.019G010200	OG0000525	TFDB	poptr
Potri.019G011200.1	GRAS	Potri.019G011200	OG0012088	TFDB	poptr
Potri.019G011500.1	GRAS	Potri.019G011500	OG0012088	TFDB	poptr
Potri.019G021400.1	ZF-HD	Potri.019G021400	OG0001117	TFDB	poptr
Potri.019G031400.1	NAC	Potri.019G031400	OG0007068	TFDB	poptr
Potri.019G031600.1	NAC	Potri.019G031600	OG0004252	TFDB	poptr
Potri.019G033000.1	GATA	Potri.019G033000	OG0007766	TFDB	poptr
Potri.019G034700.1	bHLH	Potri.019G034700	OG0000593	TFDB	poptr
Potri.019G040700.1	Dof	Potri.019G040700	OG0004510	TFDB	poptr
Potri.019G047000.1	NF-YC	Potri.019G047000	OG0002046	TFDB	poptr
Potri.019G053900.1	WRKY	Potri.019G053900	OG0009787	TFDB	poptr
Potri.019G059300.1	WRKY	Potri.019G059300	OG0006913	TFDB	poptr
Potri.019G063000.1	NAC	Potri.019G063000	OG0000323	TFDB	poptr
Potri.019G066000.1	NAC	Potri.019G066000	OG0006720	TFDB	poptr
Potri.019G068800.1	GRAS	Potri.019G068800	OG0000666	TFDB	poptr
Potri.019G073600.1	SBP	Potri.019G073600	None	TFDB	poptr
Potri.019G079900.1	bHLH	Potri.019G079900	OG0010257	TFDB	poptr
Potri.019G081300.1	ZF-HD	Potri.019G081300	OG0015901	TFDB	poptr
Potri.019G081800.1	TCP	Potri.019G081800	OG0005394	TFDB	poptr
Potri.019G083600.1	NAC	Potri.019G083600	OG0009959	TFDB	poptr
Potri.019G085600.1	GRAS	Potri.019G085600	OG0012062	TFDB	poptr
Potri.019G089000.1	bHLH	Potri.019G089000	OG0005333	TFDB	poptr
Potri.019G089300.1	bHLH	Potri.019G089300	OG0005333	TFDB	poptr
Potri.019G091300.1	TCP	Potri.019G091300	OG0001459	TFDB	poptr
Potri.019G091900.1	bZIP	Potri.019G091900	OG0002379	TFDB	poptr
Potri.019G092200.1	LBD	Potri.019G092200	OG0013710	TFDB	poptr
Potri.019G092800.1	VOZ	Potri.019G092800	None	TFDB	poptr
Potri.019G099300.1	bHLH	Potri.019G099300	OG0000593	TFDB	poptr
Potri.019G099400.1	bHLH	Potri.019G099400	OG0000593	TFDB	poptr
Potri.019G099500.1	bHLH	Potri.019G099500	OG0000593	TFDB	poptr
Potri.019G099800.1	NAC	Potri.019G099800	None	TFDB	poptr
Potri.019G099900.1	NAC	Potri.019G099900	None	TFDB	poptr
Potri.019G112000.1	bHLH	Potri.019G112000	OG0005648	TFDB	poptr
Potri.019G123500.1	WRKY	Potri.019G123500	OG0001375	TFDB	poptr
Potri.019G127300.1	LBD	Potri.019G127300	OG0004111	TFDB	poptr
Potri.019G130000.1	bZIP	Potri.019G130000	OG0002118	TFDB	poptr
Potri.T024300.1	NZZ/SPL	Potri.T024300	OG0005110	TFDB	poptr
Potri.T043800.1	WRKY	Potri.T043800	OG0002144	TFDB	poptr
Potri.T044100.1	TCP	Potri.T044100	OG0004267	TFDB	poptr
Potri.T062400.1	LBD	Potri.T062400	OG0000588	TFDB	poptr
Potri.T074200.1	NAC	Potri.T074200	OG0000218	TFDB	poptr
Potri.T078200.1	Nin-like	Potri.T078200	OG0003633	TFDB	poptr
Potri.T078300.1	GRAS	Potri.T078300	None	TFDB	poptr
Potri.T078600.1	LBD	Potri.T078600	OG0004092	TFDB	poptr
Potri.T107900.1	bHLH	Potri.T107900	OG0004342	TFDB	poptr
Potri.T124200.1	FAR1	Potri.T124200	OG0005885	TFDB	poptr
Potri.T124600.1	FAR1	Potri.T124600	OG0006818	TFDB	poptr
Potri.T124700.1	FAR1	Potri.T124700	None	TFDB	poptr
Potri.T127400.1	GRAS	Potri.T127400	None	TFDB	poptr
Potri.T133100.1	GRAS	Potri.T133100	None	TFDB	poptr
Potri.T137400.1	HSF	Potri.T137400	OG0011042	TFDB	poptr
Potri.T137500.1	FAR1	Potri.T137500	OG0000050	TFDB	poptr
Potri.T138100.1	GRAS	Potri.T138100	OG0007203	TFDB	poptr
Potri.T146000.1	Dof	Potri.T146000	OG0003905	TFDB	poptr
Potri.T146100.1	TCP	Potri.T146100	OG0000902	TFDB	poptr
Potri.T155900.1	bHLH	Potri.T155900	OG0004103	TFDB	poptr
Potri.T158300.1	GATA	Potri.T158300	OG0001409	TFDB	poptr
Potri.T179100.1	bHLH	Potri.T179100	None	TFDB	poptr
Potri.001G066200.1	ARF	Potri.001G066200	None	TFDB	poptr
Potri.001G088600.1	ARF	Potri.001G088600	OG0001022	TFDB	poptr
Potri.001G358500.1	ARF	Potri.001G358500	OG0000774	TFDB	poptr
Potri.002G024700.1	ARF	Potri.002G024700	OG0008310	TFDB	poptr
Potri.002G055000.1	ARF	Potri.002G055000	OG0000774	TFDB	poptr
Potri.002G089900.1	ARF	Potri.002G089900	OG0012393	TFDB	poptr
Potri.002G172800.1	ARF	Potri.002G172800	OG0001022	TFDB	poptr
Potri.002G207100.1	ARF	Potri.002G207100	OG0014136	TFDB	poptr
Potri.003G001000.1	ARF	Potri.003G001000	OG0006525	TFDB	poptr
Potri.003G142100.1	ARF	Potri.003G142100	OG0001022	TFDB	poptr
Potri.003G163600.1	ARF	Potri.003G163600	None	TFDB	poptr
Potri.004G050200.1	ARF	Potri.004G050200	OG0004164	TFDB	poptr
Potri.004G078200.1	ARF	Potri.004G078200	OG0000774	TFDB	poptr
Potri.004G211700.1	ARF	Potri.004G211700	OG0000830	TFDB	poptr
Potri.004G228800.1	ARF	Potri.004G228800	OG0006525	TFDB	poptr
Potri.005G171300.1	ARF	Potri.005G171300	OG0012393	TFDB	poptr
Potri.005G207700.1	ARF	Potri.005G207700	OG0000774	TFDB	poptr
Potri.005G236700.1	ARF	Potri.005G236700	OG0008310	TFDB	poptr
Potri.006G077800.1	ARF	Potri.006G077800	OG0007744	TFDB	poptr
Potri.006G127500.1	ARF	Potri.006G127500	OG0000830	TFDB	poptr
Potri.006G138500.1	ARF	Potri.006G138500	OG0003996	TFDB	poptr
Potri.008G039000.1	ARF	Potri.008G039000	OG0000830	TFDB	poptr
Potri.009G011800.1	ARF	Potri.009G011800	OG0004401	TFDB	poptr
Potri.009G014800.1	ARF	Potri.009G014800	OG0000830	TFDB	poptr
Potri.010G223200.1	ARF	Potri.010G223200	OG0000830	TFDB	poptr
Potri.011G059300.1	ARF	Potri.011G059300	OG0004164	TFDB	poptr
Potri.011G091900.1	ARF	Potri.011G091900	OG0000774	TFDB	poptr
Potri.012G106100.1	ARF	Potri.012G106100	OG0003778	TFDB	poptr
Potri.014G100100.1	ARF	Potri.014G100100	OG0001022	TFDB	poptr
Potri.014G135300.1	ARF	Potri.014G135300	OG0014136	TFDB	poptr
Potri.015G105300.1	ARF	Potri.015G105300	OG0003778	TFDB	poptr
Potri.016G090300.1	ARF	Potri.016G090300	OG0000830	TFDB	poptr
Potri.017G141000.1	ARF	Potri.017G141000	OG0000774	TFDB	poptr
Potri.018G063000.1	ARF	Potri.018G063000	OG0003996	TFDB	poptr
Potri.018G145800.1	ARF	Potri.018G145800	OG0007744	TFDB	poptr
Potri.001G322700.1	B3	Potri.001G322700	OG0010995	TFDB	poptr
Potri.001G397100.1	B3	Potri.001G397100	OG0002524	TFDB	poptr
Potri.001G452200.1	B3	Potri.001G452200	OG0002559	TFDB	poptr
Potri.002G129800.1	B3	Potri.002G129800	OG0002432	TFDB	poptr
Potri.002G129900.1	B3	Potri.002G129900	OG0002432	TFDB	poptr
Potri.002G181600.1	B3	Potri.002G181600	OG0002559	TFDB	poptr
Potri.002G197000.1	B3	Potri.002G197000	None	TFDB	poptr
Potri.002G252000.1	B3	Potri.002G252000	OG0010786	TFDB	poptr
Potri.003G010600.1	B3	Potri.003G010600	OG0000119	TFDB	poptr
Potri.003G010700.1	B3	Potri.003G010700	OG0000119	TFDB	poptr
Potri.003G010800.1	B3	Potri.003G010800	OG0000119	TFDB	poptr
Potri.003G010900.1	B3	Potri.003G010900	OG0000119	TFDB	poptr
Potri.003G011000.1	B3	Potri.003G011000	OG0000119	TFDB	poptr
Potri.003G011100.1	B3	Potri.003G011100	OG0000119	TFDB	poptr
Potri.003G016100.1	B3	Potri.003G016100	OG0000119	TFDB	poptr
Potri.003G016400.1	B3	Potri.003G016400	OG0000119	TFDB	poptr
Potri.003G016700.1	B3	Potri.003G016700	OG0000119	TFDB	poptr
Potri.003G018300.1	B3	Potri.003G018300	OG0000119	TFDB	poptr
Potri.003G018400.1	B3	Potri.003G018400	OG0000119	TFDB	poptr
Potri.003G072900.1	B3	Potri.003G072900	OG0000119	TFDB	poptr
Potri.003G191900.1	B3	Potri.003G191900	OG0000176	TFDB	poptr
Potri.004G011000.1	B3	Potri.004G011000	OG0000119	TFDB	poptr
Potri.004G035300.1	B3	Potri.004G035300	OG0011979	TFDB	poptr
Potri.004G045800.1	B3	Potri.004G045800	OG0008231	TFDB	poptr
Potri.004G099600.1	B3	Potri.004G099600	OG0000176	TFDB	poptr
Potri.004G141800.1	B3	Potri.004G141800	OG0016107	TFDB	poptr
Potri.004G141900.1	B3	Potri.004G141900	None	TFDB	poptr
Potri.004G146900.1	B3	Potri.004G146900	OG0003471	TFDB	poptr
Potri.004G147000.1	B3	Potri.004G147000	None	TFDB	poptr
Potri.004G147200.1	B3	Potri.004G147200	None	TFDB	poptr
Potri.004G219600.1	B3	Potri.004G219600	OG0000119	TFDB	poptr
Potri.004G219700.1	B3	Potri.004G219700	OG0000119	TFDB	poptr
Potri.004G219800.1	B3	Potri.004G219800	OG0000119	TFDB	poptr
Potri.004G219900.1	B3	Potri.004G219900	OG0000119	TFDB	poptr
Potri.004G220000.1	B3	Potri.004G220000	OG0000119	TFDB	poptr
Potri.004G220100.1	B3	Potri.004G220100	OG0000119	TFDB	poptr
Potri.004G220300.1	B3	Potri.004G220300	OG0000119	TFDB	poptr
Potri.004G220400.1	B3	Potri.004G220400	OG0000119	TFDB	poptr
Potri.004G220700.1	B3	Potri.004G220700	OG0000119	TFDB	poptr
Potri.004G220800.1	B3	Potri.004G220800	OG0000119	TFDB	poptr
Potri.004G220900.1	B3	Potri.004G220900	OG0000119	TFDB	poptr
Potri.004G221000.1	B3	Potri.004G221000	OG0000119	TFDB	poptr
Potri.004G221100.1	B3	Potri.004G221100	OG0000119	TFDB	poptr
Potri.004G221200.1	B3	Potri.004G221200	OG0000119	TFDB	poptr
Potri.004G221300.1	B3	Potri.004G221300	OG0000119	TFDB	poptr
Potri.004G221600.1	B3	Potri.004G221600	OG0000119	TFDB	poptr
Potri.004G230100.1	B3	Potri.004G230100	OG0000099	TFDB	poptr
Potri.005G137600.1	B3	Potri.005G137600	OG0003413	TFDB	poptr
Potri.006G108300.1	B3	Potri.006G108300	OG0001382	TFDB	poptr
Potri.006G208100.1	B3	Potri.006G208100	OG0003646	TFDB	poptr
Potri.007G035500.1	B3	Potri.007G035500	OG0011582	TFDB	poptr
Potri.007G035700.1	B3	Potri.007G035700	OG0000099	TFDB	poptr
Potri.007G042500.1	B3	Potri.007G042500	OG0003413	TFDB	poptr
Potri.007G099100.1	B3	Potri.007G099100	OG0000119	TFDB	poptr
Potri.007G119400.1	B3	Potri.007G119400	OG0000119	TFDB	poptr
Potri.007G119500.1	B3	Potri.007G119500	OG0000119	TFDB	poptr
Potri.009G103100.1	B3	Potri.009G103100	OG0002992	TFDB	poptr
Potri.009G103200.1	B3	Potri.009G103200	OG0002992	TFDB	poptr
Potri.009G103300.1	B3	Potri.009G103300	OG0003413	TFDB	poptr
Potri.009G103400.1	B3	Potri.009G103400	OG0016107	TFDB	poptr
Potri.009G108500.1	B3	Potri.009G108500	OG0003471	TFDB	poptr
Potri.010G191500.1	B3	Potri.010G191500	OG0000099	TFDB	poptr
Potri.011G004900.1	B3	Potri.011G004900	OG0000119	TFDB	poptr
Potri.011G005300.1	B3	Potri.011G005300	OG0000119	TFDB	poptr
Potri.011G005500.1	B3	Potri.011G005500	OG0000119	TFDB	poptr
Potri.011G043600.1	B3	Potri.011G043600	OG0011979	TFDB	poptr
Potri.011G054000.1	B3	Potri.011G054000	OG0008231	TFDB	poptr
Potri.011G149700.1	B3	Potri.011G149700	OG0002559	TFDB	poptr
Potri.012G013000.1	B3	Potri.012G013000	OG0000119	TFDB	poptr
Potri.012G013100.1	B3	Potri.012G013100	OG0000119	TFDB	poptr
Potri.012G013200.1	B3	Potri.012G013200	OG0000119	TFDB	poptr
Potri.012G013400.1	B3	Potri.012G013400	OG0000119	TFDB	poptr
Potri.012G013500.1	B3	Potri.012G013500	OG0000119	TFDB	poptr
Potri.012G013700.1	B3	Potri.012G013700	OG0000119	TFDB	poptr
Potri.012G093200.1	B3	Potri.012G093200	OG0012105	TFDB	poptr
Potri.013G157500.1	B3	Potri.013G157500	OG0001382	TFDB	poptr
Potri.014G031600.1	B3	Potri.014G031600	OG0002992	TFDB	poptr
Potri.014G031700.1	B3	Potri.014G031700	OG0002992	TFDB	poptr
Potri.014G036800.1	B3	Potri.014G036800	OG0005326	TFDB	poptr
Potri.014G036900.1	B3	Potri.014G036900	OG0002432	TFDB	poptr
Potri.014G057100.1	B3	Potri.014G057100	OG0000099	TFDB	poptr
Potri.014G067900.1	B3	Potri.014G067900	OG0000119	TFDB	poptr
Potri.014G068000.1	B3	Potri.014G068000	OG0000119	TFDB	poptr
Potri.014G107200.1	B3	Potri.014G107200	OG0002559	TFDB	poptr
Potri.015G015200.1	B3	Potri.015G015200	OG0000119	TFDB	poptr
Potri.015G015300.1	B3	Potri.015G015300	OG0000119	TFDB	poptr
Potri.015G015500.1	B3	Potri.015G015500	OG0000119	TFDB	poptr
Potri.015G015800.1	B3	Potri.015G015800	OG0000119	TFDB	poptr
Potri.015G015900.1	B3	Potri.015G015900	OG0000119	TFDB	poptr
Potri.015G016000.1	B3	Potri.015G016000	OG0000119	TFDB	poptr
Potri.015G016100.1	B3	Potri.015G016100	OG0000119	TFDB	poptr
Potri.015G016200.1	B3	Potri.015G016200	OG0000119	TFDB	poptr
Potri.015G016700.1	B3	Potri.015G016700	OG0000119	TFDB	poptr
Potri.015G017000.1	B3	Potri.015G017000	OG0000119	TFDB	poptr
Potri.015G126500.1	B3	Potri.015G126500	OG0000119	TFDB	poptr
Potri.016G074500.1	B3	Potri.016G074500	OG0003646	TFDB	poptr
Potri.016G136500.1	B3	Potri.016G136500	OG0001382	TFDB	poptr
Potri.017G061200.1	B3	Potri.017G061200	OG0010995	TFDB	poptr
Potri.018G124500.1	B3	Potri.018G124500	OG0024242	TFDB	poptr
Potri.018G140700.1	B3	Potri.018G140700	OG0003413	TFDB	poptr
Potri.019G130300.1	B3	Potri.019G130300	OG0001382	TFDB	poptr
Potri.T036100.1	B3	Potri.T036100	OG0000119	TFDB	poptr
Potri.T036200.1	B3	Potri.T036200	OG0000119	TFDB	poptr
Potri.T036500.1	B3	Potri.T036500	OG0000119	TFDB	poptr
Potri.T054600.1	B3	Potri.T054600	OG0000119	TFDB	poptr
Potri.T054700.1	B3	Potri.T054700	OG0000119	TFDB	poptr
Potri.T054900.1	B3	Potri.T054900	OG0000119	TFDB	poptr
Potri.T116900.1	B3	Potri.T116900	OG0000119	TFDB	poptr
Potri.T152700.1	B3	Potri.T152700	OG0000119	TFDB	poptr
Potri.T152900.1	B3	Potri.T152900	OG0000119	TFDB	poptr
Potri.001G018400.1	AP2	Potri.001G018400	OG0005380	TFDB	poptr
Potri.001G041500.1	AP2	Potri.001G041500	OG0001351	TFDB	poptr
Potri.001G169500.1	AP2	Potri.001G169500	OG0008155	TFDB	poptr
Potri.002G114800.1	AP2	Potri.002G114800	OG0001181	TFDB	poptr
Potri.003G064700.1	AP2	Potri.003G064700	OG0008155	TFDB	poptr
Potri.003G185300.1	AP2	Potri.003G185300	OG0001351	TFDB	poptr
Potri.003G205700.1	AP2	Potri.003G205700	OG0005380	TFDB	poptr
Potri.005G140700.1	AP2	Potri.005G140700	OG0004343	TFDB	poptr
Potri.005G148400.1	AP2	Potri.005G148400	OG0001181	TFDB	poptr
Potri.006G132400.1	AP2	Potri.006G132400	OG0000697	TFDB	poptr
Potri.006G167700.1	AP2	Potri.006G167700	OG0009481	TFDB	poptr
Potri.006G179900.1	AP2	Potri.006G179900	OG0001351	TFDB	poptr
Potri.007G007400.1	AP2	Potri.007G007400	OG0001181	TFDB	poptr
Potri.007G011600.1	AP2	Potri.007G011600	OG0005278	TFDB	poptr
Potri.007G046200.1	AP2	Potri.007G046200	OG0004343	TFDB	poptr
Potri.008G011900.1	AP2	Potri.008G011900	OG0007209	TFDB	poptr
Potri.008G045300.1	AP2	Potri.008G045300	OG0000697	TFDB	poptr
Potri.008G076400.1	AP2	Potri.008G076400	OG0007521	TFDB	poptr
Potri.010G092800.1	AP2	Potri.010G092800	OG0003068	TFDB	poptr
Potri.010G181000.1	AP2	Potri.010G181000	OG0007521	TFDB	poptr
Potri.010G216200.1	AP2	Potri.010G216200	OG0000697	TFDB	poptr
Potri.010G247200.1	AP2	Potri.010G247200	OG0007209	TFDB	poptr
Potri.014G008100.1	AP2	Potri.014G008100	OG0001181	TFDB	poptr
Potri.014G012200.1	AP2	Potri.014G012200	OG0001181	TFDB	poptr
Potri.016G084500.1	AP2	Potri.016G084500	OG0000697	TFDB	poptr
Potri.017G078600.1	AP2	Potri.017G078600	OG0003068	TFDB	poptr
Potri.018G091600.1	AP2	Potri.018G091600	OG0009481	TFDB	poptr
Potri.018G102200.1	AP2	Potri.018G102200	OG0001351	TFDB	poptr
